Parent Category Name(L1),Category Name (L2),Sub Category Name (L3),SubSubCategoryName (L4),Sub Category Name (L5),Sub Category Name (L6),BB Category File,Item detail,Compatible SKU Node,Compatible SKU Node Brand,Compatible SKU Node Model,Part Number,Serial Number 1,Serial Number 2,Capacity,Power Rating,Power (Watts),Number of Blades,Length of Blades,Color,Resolution in Mega Pixel,Optical Zoom,Number of speakers,"Connectivity Compatibility (Internet, Bluetooth, USB)",Storage (in GB),HDD (in GB),SSD (in GB),RAM (in GB),Resolution in (AXB),Back Camera Resolution (in MP),Front Camera Resolution (in MP),Music Playback time,Processor (IT),Processor (Mobile & Tablet),OS,OS Sticker,Screen Size (in Inches),Age Group,Type of Fabric,Fitting Apparel,Pattern Apparel,Size,Sleeve,Weight,Volume or Capacity (in ml),Power output (in watts) Speaker,Sound output Range (in Hz) Speaker,Type Television,Blower function,Suction Power (in watts),Type of Washing Machine Function,Type of Wshing Machine Load,Type of Washing Machine Washing,Washing System,Flavour,Functions Printer,Device chipset projector,Distance (in mtrs) Projector,Lamp life (in hours) Projector,Maximum Brightness (in lm) Projector,Resolution,Back up (in mins) UPS,Battery UPS,Type of cooking Microwave,Number of doors (Refrigerator),Type of Sandwitch,Capacity (in number),Type of technology Water Purifier,Fragarance,Material,Size Furniture,Number of Jars,Expiry Date,Number of HDD
Others,Food products,Beverages,Coffee,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Beverages,Green tea,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Beverages,Juices,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Beverages,Milk supplement,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Beverages,Non-Alcoholic beverage,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Beverages,Others,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Beverages,Tea,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Bread  ,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Bread spread,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Dry Fruits,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Grocery,Atta,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Grocery,Others,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Grocery,Pulses,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Grocery,Rice,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Honey,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Jams,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Milk product,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Oil and Ghee,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Others,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Packaged food,Noodles and pasta,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Packaged food,Others,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Packaged food,Ready mixes,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Packaged food,Snacks,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Packaged food,Sweeta,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Pickles,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Sauces,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Food products,Spices and Masala,,,,default,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,
Others,Furniture,Bedroom,Bedside Table,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Bedroom,Double Bed,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Bedroom,Dressing Table,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Bedroom,Mattress,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Bedroom,Mattress,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Bedroom,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Bedroom,Single Bed,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Bean Bag,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Center Table,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Dining Chair,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Dining set,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Dining Table,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Recliner,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Showcase Cabinet,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Single Sofa,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,Sofa Set,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Living room,TV Cabinet,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Others,,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Bench,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Folding Chair,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Plastic chair,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Stool,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Swing Chair,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Tent,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Outdoor furniture,Umbrella Canopy,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Storage Furniture,Book shelf,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Storage Furniture,Chest,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Storage Furniture,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Storage Furniture,Shoe rack,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Furniture,Storage Furniture,Wardrobe,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,
Others,Home Decor,Artificial flowers,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Idol,,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Others,,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Painting,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Poster,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Temple,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Wall hangings,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bathroom furnishing,Bath mat,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bathroom furnishing,Bath Robe,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bathroom furnishing,Bath towel,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bathroom furnishing,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bathroom furnishing,Shower Curtains,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Bedding set,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Bedsheet,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Bedsheet set,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Bedspreads,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Blanket,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Cushions,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Kid's bedding,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Pillow,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Bedroom furnishing,Pillow cover,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Floor furnishing,Carpet,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Floor furnishing,Doormat,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Floor furnishing,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Floor furnishing,Rugs,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Kitchen furnishing,Apron,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Kitchen furnishing,Dining Mat,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Kitchen furnishing,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Kitchen furnishing,Table Cloth,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Kitchen furnishing,Table Napkin,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Others,,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Window furnishing,Door Curtain,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Window furnishing,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home furnishing,Window furnishing,Window Curtain,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Adhesives,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bags,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bathroom fittings,Bathroom accessories,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bathroom fittings,Floor drain lid,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bathroom fittings,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bathroom fittings,Sanitary ware,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bathroom fittings,Shower head,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bathroom fittings,Taps,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Bucket,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Candles,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Cloth Drying stand,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Cloth pins,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Door fittings,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Drilling machine,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Dustbin,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Hangers,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Ladder,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Lighter,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Locks,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Match box,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Measurement tape,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Mirror,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Mug,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Others,,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Paints,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Photo Frame,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Plastic stool,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Safe and Locker,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Safety gear,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Safety pins,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Screw driver,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Stapler,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Thermometer,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Umbrella,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Decor,Vases,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Wall Clock,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Wall paper,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Home Utility,Weighing scale,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Industrial product,,,,,default,11,,,,11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Kid's and Baby products,Diapers,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Kid's and Baby products,Others,,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Kid's and Baby products,Pram,,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Kid's and Baby products,Toys,,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,Kitchenware,Cooking items,Frying pan,,,default,,,,,,1,1,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Others,Kitchenware,Cooking items,Gas Stove,,,default,,,,,,1,1,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Others,Kitchenware,Cooking items,Kadai,,,default,,,,,,1,1,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Others,Kitchenware,Cooking items,Others,,,default,11,,,,,1,1,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
