Parent Category Name(L1),Category Name (L2),Sub Category Name (L3),SubSubCategoryName (L4),Sub Category Name (L5),Sub Category Name (L6),BB Category File,Item detail,Compatible SKU Node,Compatible SKU Node Brand,Compatible SKU Node Model,Part Number,Serial Number 1,Serial Number 2,Capacity,Power Rating,Power (Watts),Number of Blades,Length of Blades,Color,Resolution in Mega Pixel,Optical Zoom,Number of speakers,"Connectivity Compatibility (Internet, Bluetooth, USB)",Storage (in GB),HDD (in GB),SSD (in GB),RAM (in GB),Resolution in (AXB),Back Camera Resolution (in MP),Front Camera Resolution (in MP),Music Playback time,Processor (IT),Processor (Mobile & Tablet),OS,OS Sticker,Screen Size (in Inches),Age Group,Type of Fabric,Fitting Apparel,Pattern Apparel,Size,Sleeve,Weight,Volume or Capacity (in ml),Power output (in watts) Speaker,Sound output Range (in Hz) Speaker,Type Television,Blower function,Suction Power (in watts),Type of Washing Machine Function,Type of Wshing Machine Load,Type of Washing Machine Washing,Washing System,Flavour,Functions Printer,Device chipset projector,Distance (in mtrs) Projector,Lamp life (in hours) Projector,Maximum Brightness (in lm) Projector,Resolution,Back up (in mins) UPS,Battery UPS,Type of cooking Microwave,Number of doors (Refrigerator),Type of Sandwitch,Capacity (in number),Type of technology Water Purifier,Fragarance,Material,Size Furniture,Number of Jars,Expiry Date,Number of HDD
Fashion and Style,Beauty and Grooming products,Bath and Body - Men,Men's Soap,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Men,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Men,Shaving brush,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Men,Shaving cream,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Men,Skin cream,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Women,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Women,Women's Body lotion,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Women,Women's Body oil,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Women,Women's Shower gel,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Bath and Body - Women,Women's Soap,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Dental Care,Mouthwash,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Dental Care,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Dental Care,Tooth brush,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Dental Care,Tooth Paste,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,11,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Brush and Accessories,Face brush,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Brush and Accessories,Kajal Pencil,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Brush and Accessories,Others,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Brush and Accessories,Powder brush,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Eye Product,Eye liner,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Eye Product,Kajal,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Eye Product,Maskara,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Eye Product,Others,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Face product,Face pack,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Face product,Face powder,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Face product,Moisturizer,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Face product,Mud pack,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Face product,Others,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Face product,Skin cream,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Lip product,Lip Balm,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Lip product,Lip Liner ,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Lip product,Lipstick,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Lip product,Others,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Make up kit,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Nails product,Nail art,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Nails product,Nail polish,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Nails product,Nail polish remover,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Nails product,Others,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Make up,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Fragnances,Men's Deodrants,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Fragnances,Men's Gift set,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Fragnances,Men's Perfumes,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Fragnances,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Hair care,Men's Conditioner,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Hair care,Men's Hair color,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Hair care,Men's Hair gel,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Hair care,Men's Hair oil,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Hair care,Men's Shampoo,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Men's Hair care,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Others,,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Fragnances,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Fragnances,Women's Deodrants,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Fragnances,Women's Gift set,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Fragnances,Women's Perfumes,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Hair brush/ Comb,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Hair packs,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Others,,,default,11,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Women's Conditioner,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Women's Hair color,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Women's Hair gel,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Women's Hair oil,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Beauty and Grooming products,Women's Hair care,Women's Shampoo,,,default,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,11,11,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Bangles,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Hair Accessories,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Kid's Bags,Kid's Backpack,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Kid's Bags,Kid's Trolley,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Kid's Bags,Others,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Kid's watches,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Sunglasses,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Kid's accessories,Wrist Band,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Cuffling,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men Bags,Backpack,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men Bags,Men's Purse,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men Bags,Others,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men Bags,Travel bag,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men's Analog Watches,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men's Belts,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men's Jewellery,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Men's Sunglasses,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,Ties,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Men's accessories,,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Others,,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Others,,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women Bags,Clutches,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women Bags,Handbag,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women Bags,Others,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women Bags,Sling bag,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women Bags,Women's Purse,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Belts,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Anklets,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Bands,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Bangles,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Bracelets,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Ear rings,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Mangalsutras,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Necklace,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Necklace set,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Others,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Pendant,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Pendant Set,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Rings,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Jewellery,Toe rings,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Sunglasses,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Watches,Others,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,Women's Watches,Women's Analog Watches,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Fashion Accessories,Women's accessories,,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Boys Footwear,Others,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Boys Footwear,Sandal,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Boys Footwear,Shoes,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Boys Footwear,Slipper,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Girls Footwear,Others,,default,11,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Girls Footwear,Sandal,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Girls Footwear,Shoes,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Kid's Footwear,Girls Footwear,Slipper,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Men's Footwear,Boots,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Men's Footwear,Floaters,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Men's Footwear,Formal shoes,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Men's Footwear,Men's Sandals,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion and Style,Footwear,Men's Footwear,Men's Sports shoes,,,default,,,,,,1,1,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
