Client Category L1,Client Category L2,Client Category L3,Category L1,Category L2,Category L3,Category L4,Category L5,Category L6,Bmaxx Parent,Bmaxx Child
Computers Peripherals,Gaming Consoles and Accessories,Sony Play Station - 4 Hardware,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Sony Play Station - 4 Games,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Projectors,Home,IT,Projector,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Sony Play Station - 4 Games consign,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Playstation Plus,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Small Appliances,Health & Personal Care,Covid Essentials,Electronics and Appliances,Personal care appliances,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Personal Assistant Speaker,Ins - HomePod,Electronics and Appliances,Home Audio,Others,,,,Mobiles and Tablets,Mobile
Small Appliances,Health & Personal Care,Skincare - Female,Electronics and Appliances,Personal care appliances,Others,,,,Mobiles and Tablets,Mobile
Small Appliances,Health & Personal Care,Well Being_L,Electronics and Appliances,Personal care appliances,Others,,,,Mobiles and Tablets,Mobile
Small Appliances,Ovens & Cookers,Cookers_S,Electronics and Appliances,Kitchen appliances,Others,,,,Mobiles and Tablets,Mobile
Small Appliances,Health & Personal Care,Dental Care_H,Electronics and Appliances,Personal care appliances,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Projectors,Screens_L,IT,Others,,,,,Mobiles and Tablets,Mobile
Small Appliances,Connected Homes & Housewares,Smart Appliance Controls_H,Electronics and Appliances,Home Appliances,Others,,,,Mobiles and Tablets,Mobile
Small Appliances,Connected Homes & Housewares,Smart Appliance Controls_L,Electronics and Appliances,Home Appliances,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Projectors,Screens,IT,Others,,,,,Mobiles and Tablets,Mobile
Small Appliances,Power,Adaptors AC/DC,Electronics and Appliances,Home Appliances,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,Adaptors/Cables,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,CMP SURGE PROTECTORS,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Chargers,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,PC Add On,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Power bank/ Batteries,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Power bank,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Cables & Connectors,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Data Cable,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Mobile Hands Free,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Hands Free & Speakers,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cables Audio Standard,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cables Video High End,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cables Video Mid Range,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cables Video Special,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cables Video Standard,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,TV Connectors,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Adaptors - Audio / Video / RF,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Optical Cables / Accessories,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cleaners,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Remote Controls,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Gaming,Toys,Activity Set & Learning Aid,Others,Kid's and Baby products,Toys,,,,Mobiles and Tablets,Mobile
Gaming,Toys,RC Cars & Vehicles,Others,Kid's and Baby products,Toys,,,,Mobiles and Tablets,Mobile
Gaming,Toys,Action Figures & Toys,Others,Kid's and Baby products,Toys,,,,Mobiles and Tablets,Mobile
Entertainment,MP3 Accessories,MP3 Cases,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Entertainment,MP3 Accessories,MP3 Accessories,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Comfort_L,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Camcorder Accessories,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Digital Camera Accessories,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Memory Cards - IMG,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Networking,Networking AC Series,IT,Networking products,Others,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,Console Gaming Headphones,IT,Desktop and Laptop,Accessories Desktop and Laptop,Headphone,,,Mobiles and Tablets,Mobile
Computers Peripherals,Input Devices,Keyboards,IT,Desktop and Laptop,Accessories Desktop and Laptop,Keyboard,,,Mobiles and Tablets,Mobile
Computers Peripherals,Input Devices,Mice,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Input Devices,Presenters,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Networking,Networking,IT,Networking products,Others,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,X Box Hardware,Electronics and Appliances,Home Appliances,Video or PC Game Player,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,Sony Play Station Hardware,Electronics and Appliances,Home Appliances,Video or PC Game Player,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Software,X Box Games,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cables Audio High End,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,MP3 Accessories,Walkman Accessories,Electronics and Appliances,Personal care appliances,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Networking,Networking Extender,IT,Networking products,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Storage Media,Memory - Flash Drives,IT,Desktop and Laptop,Spares and Parts Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Audio Tapes Blank,Others,,,,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Audio Carry Cases,Others,,,,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Headphones_D,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,On-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Headphones Wireless,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,On-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Earphones_D,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,In-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Earphones,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,In-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Batteries,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Gear,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Rechargeable Batteries_L,Others,,,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,PS2 Accessories,Electronics and Appliances,Home Appliances,Video or PC Game Accessories,,,,Mobiles and Tablets,Mobile
Gaming,PC Gaming,PC GMG Keyboards Mice Headsets,IT,Desktop and Laptop,Accessories Desktop and Laptop,Headphone,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,XBox Accessories,Electronics and Appliances,Home Appliances,Video or PC Game Accessories,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,Nintendo Wii Accessories,Electronics and Appliances,Home Appliances,Video or PC Game Accessories,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,Sony Play Station - 3 Hardware,Electronics and Appliances,Home Appliances,Video or PC Game Player,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,PS3 Accessories,Electronics and Appliances,Home Appliances,Video or PC Game Accessories,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,PSP Accessories,Electronics and Appliances,Home Appliances,Video or PC Game Accessories,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Software,Nintendo Wii Games,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Imaging,Camcorders,Camcorders - Flash Memory,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,PC Headsets,IT,Desktop and Laptop,Accessories Desktop and Laptop,Headphone,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,MAC Accessories,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,Networking,USB data cards,IT,Networking products,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,DO NOT USE,Others,,,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Phone Accessories,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Headphone Accessories,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Apple Iphone Accessories,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Chargers & Adaptors,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Charger,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,Notebook Batteries,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Camera Miscellaneous,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Tablets & Detachables,Detachable Accessories,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,Nintendo DS Lite,Electronics and Appliances,Home Appliances,Video or PC Game Player,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Memory Cards - COM,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Memory card,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Camera Scratchguards,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,Nintendo Wii,Electronics and Appliances,Home Appliances,Video or PC Game Player,,,,Mobiles and Tablets,Mobile
Entertainment,Batteries,Batteries Carbon,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Tripods,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Computers Peripherals,E-Readers,E-Readers,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,TV Accessories,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,ExWty- Mobile Phone Accsry,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,ExWty- PC accessories,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,Peripherals,ExWty- Peripherals,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,Storage Media,C&C Storage Media,IT,Desktop and Laptop,Spares and Parts Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Mobile & PDA Attachment,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,E-Readers,E-Reader-Accessories,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,Storage Media,Network Harddisks,IT,Desktop and Laptop,Spares and Parts Desktop and Laptop,Hard Disk,,,Mobiles and Tablets,Mobile
Imaging,DSLR Cameras,Full Frame & Mirrorless,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Tablets & Detachables,Tablet Accessories,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Entertainment,Batteries,Batteries Rechargeable,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Batteries,Batteries Alkaline,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Batteries,Battery Chargers / Accessories,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Premium Headphone,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,On-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Comfort,Others,,,,,,Mobiles and Tablets,Mobile
Gaming,Dummy Gaming Hardware,Gaming Accessories,Others,,,,,,Mobiles and Tablets,Mobile
Entertainment,Batteries,Torches,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Tablets & Detachables,Tablet Freebies,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,Tablets & Detachables,E-Reader Accessories,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Powerbank_L,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Power bank,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Headphones,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,On-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Premium Earphone,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,In-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,Adaptors/Cables/Hubs,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,Networking,MIFI-WIFI PORTABLE ROUTERS,IT,Networking products,Router,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,PS4 Accessories,Electronics and Appliances,Home Appliances,Video or PC Game Accessories,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Storage Media,Cloud Storage,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,ACER-ATTACHMENTS,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Entertainment,MP3 Accessories,MP3 Accessories_L,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Cleaners_L,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Memory Cards - COM Premium,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Memory card,,,Mobiles and Tablets,Mobile
Entertainment,Entertainment Accessories,Adaptors - Audio / Video / RF_L,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Demo Earphones/Headphones,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,In-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Eye masks,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Locks,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Action & Sports Cam Accessories,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Cables & Connectors_H,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Data Cable,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,ExWty- Headphones/Earphones,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,In-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Imaging Accessories_L,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Software,Playstation Plus,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Printers & Office Solutions,3D Accessories,IT,Printer,Accessories Printer,Others,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,Mono Headset,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,On-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Console Gaming Headphones,IT,Desktop and Laptop,Accessories Desktop and Laptop,Headphone,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,X Box Hardware,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Sony Play Station Hardware,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,PS2 Accessories,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,PC GMG Keyboards Mice Headsets,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,XBox Accessories,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Nintendo Wii Accessories,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,PS3 Accessories,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,PSP Accessories,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,PC & Gaming Headset_L,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,On-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,PS4 Accessories,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Earphones/Headphones,PC & Gaming Headset_H,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Earphone or Headphone,On-Ear Earphone or Headphone,,Mobiles and Tablets,Mobile
Computers Peripherals,E-Readers,ExWty- E-Readers,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,Laptop Powerbank,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,Adaptors/Cables/Hubs_L,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Computers Peripherals,Networking,Networking AX Series,IT,Networking products,Others,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Scratchgard,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Screen guard,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Mobile Covers/Cases,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Mobile case and cover,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Scratchgard_L,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Screen guard,,,Mobiles and Tablets,Mobile
Music,CD Hindi,CD New Film Music,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Music,CD International,CD Pop,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Communication,Navigation Systems,Navigation Systems,Electronics and Appliances,Others,,,,,Mobiles and Tablets,Mobile
Entertainment,Mounts & Stands,CTV Stands,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Mounts & Stands,Speaker Stands,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,Mounts & Stands,LCD Stands,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Gaming,PC Gaming,PC Games,Electronics and Appliances,Home Appliances,Video or PC Game Others,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Software,Sony Play Station - 2 Games,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Software,Sony PSP Games,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Software,Sony Play Station - 3 Games,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Software,Nintendo DS Lite Games,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Gaming,Toys,Games & Puzzles,Others,Kid's and Baby products,Toys,,,,Mobiles and Tablets,Mobile
Gaming,Gaming Hardware,Handheld/Vedio Games,Electronics and Appliances,Home Appliances,Video or PC Game Player,,,,Mobiles and Tablets,Mobile
Gaming,Toys,Camera & Spy Gear,Others,Kid's and Baby products,Toys,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Camera Bags/Pouches,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Dummy Laptop / Netbook / Tabs,Tablet-D,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Bags,Backpacks,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Computer Carry Bags,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Bags,Sleeves/Cases,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Computers Peripherals,Printers & Office Solutions,Ink Cartridges,IT,Printer,Accessories Printer,Cartridge,,,Mobiles and Tablets,Mobile
Computers Peripherals,Printers & Office Solutions,Paper - Printer & Fax,Others,Stationery,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Software,Software,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Consignments,Notebook Consignment,IT,Desktop and Laptop,Laptop,,,,Mobiles and Tablets,Mobile
Imaging,DSLR Cameras,DSLR Mid Range-D,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Apple - D,Others,,,,,,Mobiles and Tablets,Mobile
Music,CD Hindi,CD Indi Pop,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Music,CD Hindi,CD Old Film Music,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,DVD Bollywood,DB New Hindi Films,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,DVD Hollywood,DH Action & Adventure,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,DVD Hollywood,DH Thriller,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,DVD Hollywood,DH Drama,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,DVD Regional,DR Gujrathi,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Entertainment,DVD/VCD/Content,Mic & Karaoke,Electronics and Appliances,Home Audio,Others,,,,Mobiles and Tablets,Mobile
Entertainment,DVD/VCD/Content,Set Top Boxes,Electronics and Appliances,Others,,,,,Mobiles and Tablets,Mobile
Entertainment,DVD/VCD/Content,Blu Ray DVD Players,Electronics and Appliances,Home Appliances,DVD Player,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Digital Photo Frames,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Imaging,DSLR Cameras,DSLR Entry Level-D,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Movies,VCD Bollywood,VB Old Hindi Film,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,VCD Hollywood,VH Kids/Cartoon/Animation,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,VCD Hollywood,VH Thriller,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,VCD Hollywood,VH Drama,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,VCD Regional,VR Kannada,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Dummy Laptop / Netbook / Tabs,Desktop-D,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,2in1-D,IT,Desktop and Laptop,Laptop,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Premium-D,Others,,,,,,Mobiles and Tablets,Mobile
